Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 9 - 12 weeks,> 12-15 weeks,> 15-18 weeks,>18-26 weeks,>26-39 weeks,>39-52 weeks,>52-65 weeks,>65-78 weeks,>78-91 weeks,>91-104 weeks,>104 weeks,>18 weeks,>18-52 weeks,> 13 - 26 weeks,>52 weeks,> 26 weeks,Total Waiting 
30-Sep-2008,Northern,Cardiology,Acute Services,321,109,95,--,--,--,--,--,--,--,--,--,--,--,--,--,4,--,0,529
30-Sep-2008,Northern,Dermatology,Acute Services,977,325,133,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,435"
30-Sep-2008,Northern,Nephrology,Acute Services,56,13,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,69
30-Sep-2008,Northern,Neurology,Acute Services,172,51,63,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,286
30-Sep-2008,Northern,Rheumatology,Acute Services,284,117,96,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,497
30-Sep-2008,Northern,Paediatrics,Acute Services,297,79,24,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,400
30-Sep-2008,Northern,Geriatric Medicine,Elderly Care,46,8,3,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,57
30-Sep-2008,Northern,Obstetrics,Maternity & Child Health,15,1,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,18
30-Sep-2008,Northern,Gynaecology,Acute Services,"1,158",411,355,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,924"
30-Sep-2008,Northern,Chemical Pathology,Acute Services,20,1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,22
30-Sep-2008,Northern,Joint Consultant Clinics,Acute Services,37,14,8,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,59
30-Sep-2008,South Eastern,General Surgery,Acute Services,"1,230",324,178,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,732"
30-Sep-2008,South Eastern,Urology,Acute Services,243,27,16,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,286
30-Sep-2008,South Eastern,T & O Surgery,Acute Services,220,2,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,223
30-Sep-2008,South Eastern,ENT,Acute Services,"1,148",267,70,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,1,"1,486"
30-Sep-2008,South Eastern,Ophthalmology,Acute Services,790,317,172,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,279"
30-Sep-2008,South Eastern,Oral Surgery,Acute Services,197,58,20,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,275
30-Sep-2008,South Eastern,Restorative Dentistry,Acute Services,0,2,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,2
30-Sep-2008,South Eastern,Paediatric Dentistry,Acute Services,1,0,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,2
30-Sep-2008,South Eastern,Plastic Surgery,Acute Services,500,193,46,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,739
30-Sep-2008,South Eastern,Paediatric Surgery,Acute Services,44,4,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,48
30-Sep-2008,South Eastern,Pain Management,Acute Services,141,52,12,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,205
30-Sep-2008,South Eastern,General Medicine,Acute Services,866,188,80,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,134"
30-Sep-2008,South Eastern,Gastroenterology,Acute Services,28,20,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,50
30-Sep-2008,South Eastern,Endocrinology,Acute Services,9,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,10
30-Sep-2008,South Eastern,Haematology (Clinical),Acute Services,49,6,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,56
30-Sep-2008,South Eastern,Palliative Medicine,Acute Services,1,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1
30-Sep-2008,South Eastern,Cardiology,Acute Services,295,115,54,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,464
30-Sep-2008,South Eastern,Dermatology,Acute Services,"1,203",427,207,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,837"
30-Sep-2008,South Eastern,Thoracic Medicine,Acute Services,137,35,8,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,180
30-Sep-2008,South Eastern,Nephrology,Acute Services,27,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,27
30-Sep-2008,South Eastern,Neurology,Acute Services,112,35,30,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,177
30-Sep-2008,South Eastern,Rheumatology,Acute Services,99,34,9,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,142
30-Sep-2008,South Eastern,Paediatrics,Acute Services,264,92,28,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,384
30-Sep-2008,South Eastern,Geriatric Medicine,Elderly Care,185,38,10,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,233
30-Sep-2008,South Eastern,Gynaecology,Acute Services,"1,110",307,113,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,530"
30-Sep-2008,South Eastern,Mental Illness,Mental Health,51,13,3,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,67
30-Sep-2008,South Eastern,Child & Adolescent Psychiatry,Mental Health,27,5,11,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,43
30-Sep-2008,South Eastern,Old Age Psychiatry,Elderly Care,80,6,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,86
30-Sep-2008,Southern,General Surgery,Acute Services,"1,498",387,190,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"2,075"
30-Sep-2008,Southern,Urology,Acute Services,135,26,14,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,175
30-Sep-2008,Southern,T & O Surgery,Acute Services,258,83,17,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,358
30-Sep-2008,Southern,ENT,Acute Services,"1,093",369,140,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,602"
30-Sep-2008,Southern,Ophthalmology,Acute Services,675,223,94,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,992
30-Sep-2008,Southern,Oral Surgery,Acute Services,126,70,33,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,229
30-Sep-2008,Southern,Restorative Dentistry,Acute Services,6,4,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,12
30-Sep-2008,Southern,Paediatric Dentistry,Acute Services,12,6,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,18
30-Sep-2008,Southern,Orthodontics,Acute Services,49,28,7,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,84
30-Sep-2008,Southern,Thoracic Surgery,Acute Services,4,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,5
30-Sep-2008,Southern,Pain Management,Acute Services,131,52,19,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,202
30-Sep-2008,Southern,General Medicine,Acute Services,412,100,33,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,545
30-Sep-2008,Southern,Gastroenterology,Acute Services,22,7,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,29
30-Sep-2008,Southern,Endocrinology,Acute Services,63,7,7,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,77
30-Sep-2008,Southern,Haematology (Clinical),Acute Services,51,9,6,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,66
30-Sep-2008,Southern,Palliative Medicine,Acute Services,4,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,4
30-Sep-2008,Southern,Cardiology,Acute Services,196,35,8,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,239
30-Sep-2008,Southern,Dermatology,Acute Services,"1,059",310,165,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,0,"1,536"
30-Sep-2008,Southern,Thoracic Medicine,Acute Services,62,14,22,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,98
30-Sep-2008,Southern,Genito-Urinary Medicine,Acute Services,142,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,142
30-Sep-2008,Southern,Nephrology,Acute Services,16,2,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,19
30-Sep-2008,Southern,Neurology,Acute Services,241,70,9,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,320
30-Sep-2008,Southern,Rheumatology,Acute Services,226,53,12,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,291
30-Sep-2008,Southern,Paediatrics,Acute Services,358,98,35,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,491
30-Sep-2008,Southern,Geriatric Medicine,Elderly Care,68,8,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,78
30-Sep-2008,Southern,Gynaecology,Acute Services,"1,012",273,165,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,450"
30-Sep-2008,Southern,Learning Disability,Learning Disability,9,5,4,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,18
30-Sep-2008,Southern,Mental Illness,Mental Health,319,107,23,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,449
30-Sep-2008,Southern,Old Age Psychiatry,Elderly Care,62,15,3,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,80
30-Sep-2008,Southern,Chemical Pathology,Acute Services,11,5,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,18
30-Sep-2008,Western,General Surgery,Acute Services,"1,085",223,37,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,345"
30-Sep-2008,Western,Urology,Acute Services,252,54,20,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,326
30-Sep-2008,Western,T & O Surgery,Acute Services,951,251,108,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,310"
30-Sep-2008,Western,ENT,Acute Services,831,121,32,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,984
30-Sep-2008,Western,Ophthalmology,Acute Services,679,193,94,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,966
30-Sep-2008,Western,Oral Surgery,Acute Services,359,46,3,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,408
30-Sep-2008,Western,Restorative Dentistry,Acute Services,1,5,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,6
30-Sep-2008,Western,Orthodontics,Acute Services,42,18,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,62
30-Sep-2008,Western,Pain Management,Acute Services,106,30,5,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,141
30-Sep-2008,Western,General Medicine,Acute Services,591,107,14,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,712
30-Sep-2008,Western,Haematology (Clinical),Acute Services,39,3,3,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,45
30-Sep-2008,Western,Palliative Medicine,Acute Services,11,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,11
30-Sep-2008,Western,Cardiology,Acute Services,208,21,6,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,235
30-Sep-2008,Western,Dermatology,Acute Services,608,98,33,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,739
30-Sep-2008,Western,Genito-Urinary Medicine,Acute Services,33,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,33
30-Sep-2008,Western,Nephrology,Acute Services,13,6,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,19
30-Sep-2008,Western,Neurology,Acute Services,257,88,35,--,--,--,--,--,--,--,--,--,--,--,--,--,3,--,0,383
30-Sep-2008,Western,Rheumatology,Acute Services,124,42,16,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,182
30-Sep-2008,Western,Paediatrics,Acute Services,277,59,14,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,350
30-Sep-2008,Western,Geriatric Medicine,Elderly Care,82,10,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,93
30-Sep-2008,Western,Gynaecology,Acute Services,697,172,41,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,910
30-Sep-2008,Western,Learning Disability,Learning Disability,4,3,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,7
30-Sep-2008,Western,Child & Adolescent Psychiatry,Mental Health,10,10,7,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,0,28
30-Sep-2008,Western,Forensic Psychiatry,Mental Health,5,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,5
30-Sep-2008,Western,Old Age Psychiatry,Elderly Care,56,3,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,59
30-Sep-2008,Western,Chemical Pathology,Acute Services,24,8,5,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,37
31-Dec-2008,Belfast,General Surgery,Acute Services,"1,822",615,144,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"2,581"
31-Dec-2008,Belfast,Urology,Acute Services,583,222,40,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,845
31-Dec-2008,Belfast,T & O Surgery,Acute Services,"2,533","1,003",353,--,--,--,--,--,--,--,--,--,--,--,--,--,68,--,0,"3,957"
31-Dec-2008,Belfast,ENT,Acute Services,"1,121",365,114,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,600"
31-Dec-2008,Belfast,Ophthalmology,Acute Services,"1,967",820,646,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"3,433"
31-Dec-2008,Belfast,Oral Surgery,Acute Services,353,98,22,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,473
31-Dec-2008,Belfast,Restorative Dentistry,Acute Services,587,186,50,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,823
31-Dec-2008,Belfast,Paediatric Dentistry,Acute Services,100,42,11,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,153
31-Dec-2008,Belfast,Orthodontics,Acute Services,62,15,7,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,84
31-Dec-2008,Belfast,Neurosurgery,Acute Services,186,59,7,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,252
31-Dec-2008,Belfast,Plastic Surgery,Acute Services,66,22,5,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,93
31-Dec-2008,Belfast,Cardiac Surgery,Acute Services,68,27,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,95
31-Dec-2008,Belfast,Paediatric Surgery,Acute Services,268,73,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,342
31-Dec-2008,Belfast,Thoracic Surgery,Acute Services,41,5,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,46
31-Dec-2008,Belfast,Accident & Emergency,Acute Services,45,4,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,49
31-Dec-2008,Belfast,Anaesthetics,Acute Services,1,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1
31-Dec-2008,Belfast,Pain Management,Acute Services,249,112,21,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,382
31-Dec-2008,Belfast,General Medicine,Acute Services,686,305,107,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,098"
31-Dec-2008,Belfast,Gastroenterology,Acute Services,360,149,92,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,601
31-Dec-2008,Belfast,Endocrinology,Acute Services,235,66,14,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,315
31-Dec-2008,Belfast,Haematology (Clinical),Acute Services,108,6,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,115
31-Dec-2008,Belfast,Clinical Genetics,Acute Services,153,134,171,--,--,--,--,--,--,--,--,--,--,--,--,--,19,--,0,477
31-Dec-2008,Belfast,Rehabilitation,Acute Services,12,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,13
31-Dec-2008,Belfast,Palliative Medicine,Acute Services,5,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,5
31-Dec-2008,Belfast,Cardiology,Acute Services,742,180,52,--,--,--,--,--,--,--,--,--,--,--,--,--,30,--,3,"1,007"
31-Dec-2008,Belfast,Dermatology,Acute Services,"1,023",399,184,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,606"
31-Dec-2008,Belfast,Thoracic Medicine,Acute Services,205,75,20,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,300
31-Dec-2008,Belfast,Nephrology,Acute Services,128,16,3,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,147
31-Dec-2008,Belfast,Medical Oncology,Acute Services,38,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,39
31-Dec-2008,Belfast,Neurology,Acute Services,684,271,89,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,044"
31-Dec-2008,Belfast,Rheumatology,Acute Services,395,195,29,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,619
31-Dec-2008,Belfast,Paediatrics,Acute Services,757,197,63,--,--,--,--,--,--,--,--,--,--,--,--,--,41,--,1,"1,059"
31-Dec-2008,Belfast,Paediatric Neurology,Acute Services,18,25,19,--,--,--,--,--,--,--,--,--,--,--,--,--,55,--,3,120
31-Dec-2008,Belfast,Geriatric Medicine,Elderly Care,250,36,5,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,291
31-Dec-2008,Belfast,Dental Medicine Specialties,Acute Services,279,68,17,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,364
31-Dec-2008,Belfast,Gynaecology,Acute Services,"1,247",391,112,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,750"
31-Dec-2008,Belfast,Learning Disability,Learning Disability,14,6,3,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,23
31-Dec-2008,Belfast,Child & Adolescent Psychiatry,Mental Health,117,68,38,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,223
31-Dec-2008,Belfast,Old Age Psychiatry,Elderly Care,111,29,8,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,148
31-Dec-2008,Belfast,Clinical Oncology,Acute Services,158,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,159
31-Dec-2008,Belfast,Haematology,Acute Services,5,2,5,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,12
31-Dec-2008,Northern,General Surgery,Acute Services,"1,337",281,4,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,622"
31-Dec-2008,Northern,Urology,Acute Services,261,78,18,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,357
31-Dec-2008,Northern,ENT,Acute Services,"1,410",345,12,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,767"
31-Dec-2008,Northern,Oral Surgery,Acute Services,88,27,2,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,0,118
31-Dec-2008,Northern,Orthodontics,Acute Services,60,22,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,84
31-Dec-2008,Northern,Pain Management,Acute Services,111,43,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,155
31-Dec-2008,Northern,General Medicine,Acute Services,590,153,5,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,748
31-Dec-2008,Northern,Gastroenterology,Acute Services,270,63,4,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,337
31-Dec-2008,Northern,Haematology (Clinical),Acute Services,49,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,50
31-Dec-2008,Northern,Palliative Medicine,Acute Services,4,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,4
31-Dec-2008,Northern,Cardiology,Acute Services,307,85,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,392
31-Dec-2008,Northern,Dermatology,Acute Services,802,318,12,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,132"
31-Dec-2008,Northern,Nephrology,Acute Services,32,14,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,46
31-Dec-2008,Northern,Neurology,Acute Services,196,50,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,247
31-Dec-2008,Northern,Rheumatology,Acute Services,369,125,5,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,499
31-Dec-2008,Northern,Paediatrics,Acute Services,358,55,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,415
31-Dec-2008,Northern,Geriatric Medicine,Elderly Care,34,13,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,47
31-Dec-2008,Northern,Gynaecology,Acute Services,972,337,59,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,368"
31-Dec-2008,Northern,Chemical Pathology,Acute Services,19,5,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,24
31-Dec-2008,Northern,Haematology,Acute Services,5,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,6
31-Dec-2008,Northern,Joint Consultant Clinics,Acute Services,26,11,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,38
31-Dec-2008,South Eastern,General Surgery,Acute Services,"1,034",304,163,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,501"
31-Dec-2008,South Eastern,Urology,Acute Services,243,74,17,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,334
31-Dec-2008,South Eastern,T & O Surgery,Acute Services,163,9,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,174
31-Dec-2008,South Eastern,ENT,Acute Services,932,274,89,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,295"
31-Dec-2008,South Eastern,Ophthalmology,Acute Services,730,245,201,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,176"
31-Dec-2008,South Eastern,Oral Surgery,Acute Services,198,34,6,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,238
31-Dec-2008,South Eastern,Restorative Dentistry,Acute Services,3,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,3
31-Dec-2008,South Eastern,Paediatric Dentistry,Acute Services,3,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,3
31-Dec-2008,South Eastern,Plastic Surgery,Acute Services,525,203,98,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,826
31-Dec-2008,South Eastern,Paediatric Surgery,Acute Services,45,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,45
31-Dec-2008,South Eastern,Accident & Emergency,Acute Services,0,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,1
31-Dec-2008,South Eastern,Pain Management,Acute Services,154,58,9,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,221
31-Dec-2008,South Eastern,General Medicine,Acute Services,844,254,86,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,184"
31-Dec-2008,South Eastern,Gastroenterology,Acute Services,21,5,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,27
31-Dec-2008,South Eastern,Endocrinology,Acute Services,6,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,6
31-Dec-2008,South Eastern,Haematology (Clinical),Acute Services,48,6,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,54
31-Dec-2008,South Eastern,Cardiology,Acute Services,299,71,28,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,398
31-Dec-2008,South Eastern,Dermatology,Acute Services,937,424,385,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,0,"1,748"
31-Dec-2008,South Eastern,Thoracic Medicine,Acute Services,166,46,11,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,223
31-Dec-2008,South Eastern,Nephrology,Acute Services,29,4,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,34
31-Dec-2008,South Eastern,Neurology,Acute Services,99,61,13,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,173
31-Dec-2008,South Eastern,Rheumatology,Acute Services,101,44,12,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,157
31-Dec-2008,South Eastern,Paediatrics,Acute Services,308,97,13,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,418
31-Dec-2008,South Eastern,Geriatric Medicine,Elderly Care,120,23,9,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,152
31-Dec-2008,South Eastern,Gynaecology,Acute Services,979,347,243,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,569"
31-Dec-2008,South Eastern,Old Age Psychiatry,Elderly Care,100,3,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,103
31-Dec-2008,Southern,General Surgery,Acute Services,"1,296",498,222,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"2,016"
31-Dec-2008,Southern,Urology,Acute Services,137,26,31,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,194
31-Dec-2008,Southern,T & O Surgery,Acute Services,153,92,27,--,--,--,--,--,--,--,--,--,--,--,--,--,15,--,0,287
31-Dec-2008,Southern,ENT,Acute Services,"1,029",441,203,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,"1,673"
31-Dec-2008,Southern,Ophthalmology,Acute Services,652,255,72,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,979
31-Dec-2008,Southern,Oral Surgery,Acute Services,171,57,34,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,262
31-Dec-2008,Southern,Paediatric Dentistry,Acute Services,12,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,12
31-Dec-2008,Southern,Orthodontics,Acute Services,64,20,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,84
31-Dec-2008,Southern,Thoracic Surgery,Acute Services,1,1,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,2
31-Dec-2008,Southern,Pain Management,Acute Services,120,29,35,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,184
31-Dec-2008,Southern,General Medicine,Acute Services,377,102,50,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,529
31-Dec-2008,Southern,Gastroenterology,Acute Services,22,2,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,24
31-Dec-2008,Southern,Endocrinology,Acute Services,77,18,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,95
31-Dec-2008,Southern,Haematology (Clinical),Acute Services,56,15,2,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,73
31-Dec-2008,Southern,Palliative Medicine,Acute Services,4,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,4
